CustomerKey,Full Name,DateFirstPurchase,Customer City,address1,address2,phone,source_system_code,start_date,end_date,is_current
28879,Edwin Xie,7/13/2021,Warrington,5349 Keller Ridge Dr.,NULL,1 (11) 500 555-0187,1,09:46.0,NULL,1
28880,Felicia Moyer,4/8/2021,Wokingham,4637 Lakeside Court,NULL,1 (11) 500 555-0116,1,09:46.0,NULL,1
28881,Allen Kapoor,6/13/2021,Paris,"44, rue Saint Denis",NULL,1 (11) 500 555-0196,1,09:46.0,NULL,1
28882,Tasha Shen,5/12/2021,Saint-Denis,"9, rue des Vendangeurs",NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
28883,Eddie Romero,10/13/2021,Berks,3294 Buena Vista,NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
28884,Sheila Suarez,12/18/2021,York,4576 Almond Street,NULL,1 (11) 500 555-0176,1,09:46.0,NULL,1
28885,Kelvin Raji,7/24/2020,Cergy,"1931, boulevard Beau Marchais",NULL,1 (11) 500 555-0143,1,09:46.0,NULL,1
28886,Franklin Jai,12/3/2021,Paris,"409, rue Saint Denis",NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
28887,Casey Serrano,8/29/2021,Hamburg,Hansaallee 500,NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
28888,Casey Lal,12/18/2021,Saint Ouen,"8011, rue de Cambrai",NULL,1 (11) 500 555-0190,1,09:46.0,NULL,1
28889,Alison Beck,8/15/2021,Berlin,Am Kreuz 405,NULL,1 (11) 500 555-0182,1,09:46.0,NULL,1
28890,Jaclyn Ma,7/6/2021,Münster,Carlsplatz 4650,Verkaufsabteilung,1 (11) 500 555-0184,1,09:46.0,NULL,1
28891,Jasmine Smith,8/21/2021,Newcastle upon Tyne,9645 Pimlico Drive,NULL,1 (11) 500 555-0113,1,09:46.0,NULL,1
28892,Marissa Bryant,8/14/2021,Peterborough,545 Los Gatos Court,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
28893,Jessie Gutierrez,5/5/2021,Chatou,"6166, rue Lamarck",NULL,1 (11) 500 555-0199,1,09:46.0,NULL,1
28894,Maurice Xu,11/25/2021,Roissy en Brie,"11, quai de l´ Iton",NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
28895,Mitchell Luo,1/19/2022,München,Krönerweg 9249,NULL,1 (11) 500 555-0138,1,09:46.0,NULL,1
28896,Edward Davis,3/19/2021,Esher-Molesey,8594 Veracruz,NULL,1 (11) 500 555-0151,1,09:46.0,NULL,1
28897,Jennifer Ross,1/6/2022,Versailles,"201bis, boulevard Saint Germain",NULL,1 (11) 500 555-0189,1,09:46.0,NULL,1
28898,Melanie Patterson,3/6/2021,Billericay,797 Seascape Circle,NULL,1 (11) 500 555-0155,1,09:46.0,NULL,1
28899,Alejandro Anand,12/25/2021,London,2733 Del Mar Ave.,NULL,1 (11) 500 555-0192,1,09:46.0,NULL,1
28900,Jasmine Price,5/29/2021,Hamburg,Heiderplatz 948,Verkaufsabteilung,1 (11) 500 555-0159,1,09:46.0,NULL,1
28901,Martha Hee,7/21/2021,München,Auf Der Steige 6000,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
28902,Suzanne She,7/28/2021,Offenbach,Knaackstr 756,NULL,1 (11) 500 555-0113,1,09:46.0,NULL,1
28903,Kara Luo,2/11/2021,London,4414 Marion Ct.,NULL,1 (11) 500 555-0199,1,09:46.0,NULL,1
28904,Ian Flores,7/7/2020,Dunkerque,"5402, rue Lauriston",NULL,1 (11) 500 555-0123,1,09:46.0,NULL,1
28905,Katherine Bailey,4/25/2021,Lille,"234, quai Paul Doumer",NULL,1 (11) 500 555-0193,1,09:46.0,NULL,1
28906,Steve Xu,10/14/2021,Saint-Denis,"1211, rue des Ecoles",NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
28907,Blake Jenkins,9/22/2021,Runcorn,1156 Dublin Court,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
28908,Dominique Sai,2/1/2021,Woolston,5495 Glendale Circle,NULL,1 (11) 500 555-0183,1,09:46.0,NULL,1
28909,Tommy Champion,8/23/2021,Les Ulis,"47, rue de Linois",NULL,1 (11) 500 555-0130,1,09:46.0,NULL,1
28910,Melody Martin,9/19/2021,Paris,"88, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0176,1,09:46.0,NULL,1
28911,Levi Rodriguez,8/4/2021,Saint Ouen,"54, avenue des Champs-Elysées",NULL,1 (11) 500 555-0157,1,09:46.0,NULL,1
28912,Alejandro Zhu,10/2/2021,Verrieres Le Buisson,"12, route de Marseille",NULL,1 (11) 500 555-0164,1,09:46.0,NULL,1
28913,Krista Diaz,10/22/2021,Newcastle upon Tyne,2415 Angi Lane,NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
28914,Alicia Rai,5/10/2021,Wokingham,8744 Black Walnut,NULL,1 (11) 500 555-0162,1,09:46.0,NULL,1
28915,Johnny Yuan,6/14/2021,Drancy,"18, boulevard d´Albi",NULL,1 (11) 500 555-0145,1,09:46.0,NULL,1
28916,Kathryn Shan,4/28/2021,London,865 Oak Rd.,NULL,1 (11) 500 555-0165,1,09:46.0,NULL,1
28917,Sandra Zhou,1/1/2022,Paris,"82, cours Mirabeau",NULL,1 (11) 500 555-0184,1,09:46.0,NULL,1
28918,Gina Blanco,2/22/2021,London,7437 Jason Ct,NULL,1 (11) 500 555-0136,1,09:46.0,NULL,1
28919,Krystal Wagner,3/2/2021,Roubaix,"2802, boulevard Beau Marchais",NULL,1 (11) 500 555-0150,1,09:46.0,NULL,1
28920,Renée Alvarez,11/7/2021,Stuttgart,Postfach 66 16 16,NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
28921,Corey Deng,3/22/2021,London,2367 Vancouver Way,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
28922,Brent Ye,8/21/2021,Hobart,4691 Encinal Place,NULL,1 (11) 500 555-0136,1,09:46.0,NULL,1
28923,Roberto Hernandez,3/15/2021,Milsons Point,8801 Lee Lane,NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
28924,Sydney Washington,12/22/2021,Bendigo,1153 Loma Linda,NULL,1 (11) 500 555-0116,1,09:46.0,NULL,1
28925,Warren Lu,11/16/2021,Lane Cove,8979 Adams Dr.,NULL,1 (11) 500 555-0135,1,09:46.0,NULL,1
28926,Danny Schmidt,11/13/2021,Townsville,1192 Tosca Way,NULL,1 (11) 500 555-0174,1,09:46.0,NULL,1
28927,Jermaine Rana,3/5/2021,Cloverdale,3217 Elm St,NULL,1 (11) 500 555-0138,1,09:46.0,NULL,1
28928,Margaret Wu,3/29/2021,Silverwater,6559 Via Rerrari,NULL,1 (11) 500 555-0182,1,09:46.0,NULL,1
28929,Marie Fernandez,10/11/2021,Gold Coast,1820 Adobe St,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
28930,Jarrod Kapoor,12/10/2021,Sydney,5966 Krueger Dr.,NULL,1 (11) 500 555-0144,1,09:46.0,NULL,1
28931,Darren Jiménez,6/17/2021,Malabar,9161 Napa St.,NULL,1 (11) 500 555-0159,1,09:46.0,NULL,1
28932,Marshall Ashe,12/12/2021,Matraville,8200 Schenone Court,NULL,1 (11) 500 555-0197,1,09:46.0,NULL,1
28933,Colleen Rai,10/22/2021,South Melbourne,6957 Corte Poquito,NULL,1 (11) 500 555-0129,1,09:46.0,NULL,1
28934,Ricardo Nara,8/17/2021,Goulburn,1942 Rock Island Drive,NULL,1 (11) 500 555-0165,1,09:46.0,NULL,1
28935,Eddie Johnsen,3/18/2021,Hervey Bay,7538 Black Pine Lane,NULL,1 (11) 500 555-0138,1,09:46.0,NULL,1
28936,Karla Raje,3/13/2021,Caloundra,6060 Sanford Street,NULL,1 (11) 500 555-0148,1,09:46.0,NULL,1
28937,Tommy Nath,6/22/2021,Brisbane,6076 Citrus Ave,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
28938,Sarah Moore,11/3/2021,Sunbury,8494 Rollingwood Dr.,NULL,1 (11) 500 555-0154,1,09:46.0,NULL,1
28939,Ronald Fernandez,3/3/2021,Melbourne,3435 San Simeon,NULL,1 (11) 500 555-0122,1,09:46.0,NULL,1
28940,Kristine Serrano,3/25/2021,Bendigo,3365 Atherton Circle,# 13,1 (11) 500 555-0178,1,09:46.0,NULL,1
28941,Deanna Moreno,10/22/2021,Goulburn,7897 Standing Grove Dr.,NULL,1 (11) 500 555-0129,1,09:46.0,NULL,1
28942,Frederick Raman,4/16/2021,Coffs Harbour,6176 Crow Street,NULL,1 (11) 500 555-0139,1,09:46.0,NULL,1
28943,Arthur Martin,7/1/2021,Townsville,1612 Geary Ct.,NULL,1 (11) 500 555-0176,1,09:46.0,NULL,1
28944,Whitney Malhotra,8/21/2021,Port Macquarie,25 Glenellen Court,NULL,1 (11) 500 555-0155,1,09:46.0,NULL,1
28945,Rafael Lal,4/20/2021,Findon,406 Chinquapin Ct.,NULL,1 (11) 500 555-0140,1,09:46.0,NULL,1
28946,John Anderson,12/31/2021,Hervey Bay,2513 Buskirk Avenue,NULL,1 (11) 500 555-0187,1,09:46.0,NULL,1
28947,Grant Nath,6/8/2021,Caloundra,573 Willow Creek Ct.,NULL,1 (11) 500 555-0196,1,09:46.0,NULL,1
28948,Valerie Ye,3/1/2021,Caloundra,2887 Pinecrest Court,NULL,1 (11) 500 555-0169,1,09:46.0,NULL,1
28949,Lance Ramos,3/15/2021,Lavender Bay,2064 Pleasant Circle,NULL,1 (11) 500 555-0173,1,09:46.0,NULL,1
28950,Carl Lal,4/16/2021,Lane Cove,6509 California Street,NULL,1 (11) 500 555-0125,1,09:46.0,NULL,1
28951,Monica Rodriguez,7/15/2021,Townsville,6681 Pestana Way,NULL,1 (11) 500 555-0113,1,09:46.0,NULL,1
28952,Arturo Huang,3/26/2021,Rhodes,8713 MapleView Drive,NULL,1 (11) 500 555-0183,1,09:46.0,NULL,1
28953,Trisha Gao,3/23/2021,Rockhampton,6580 Poor Ridge Court,NULL,1 (11) 500 555-0122,1,09:46.0,NULL,1
28954,Omar Hu,4/19/2021,Rockhampton,3479 Broadmoor Dr.,NULL,1 (11) 500 555-0151,1,09:46.0,NULL,1
28955,Emmanuel Fernandez,12/28/2021,Bendigo,9741 Limeridge Drive,NULL,1 (11) 500 555-0142,1,09:46.0,NULL,1
28956,Colleen Xu,7/17/2021,Seaford,4912 Mellowood Street,NULL,1 (11) 500 555-0153,1,09:46.0,NULL,1
28957,Kate Xu,4/29/2021,Perth,8859 Poncho St.,NULL,1 (11) 500 555-0179,1,09:46.0,NULL,1
28958,Randy Liang,12/3/2021,Milsons Point,8646 Olivera,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
28959,Jimmy Ashe,4/23/2021,East Brisbane,3382 Arrowwood Circle,NULL,1 (11) 500 555-0189,1,09:46.0,NULL,1
28960,Jacquelyn Vazquez,1/6/2022,Hawthorne,4024 Montana,# 113,1 (11) 500 555-0199,1,09:46.0,NULL,1
28961,Mathew Ramos,4/12/2021,Port Macquarie,9783 Amaranth Way,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
28962,Stanley Lopez,4/20/2021,Townsville,135 Grant Street,NULL,1 (11) 500 555-0155,1,09:46.0,NULL,1
28963,Ross Prasad,4/21/2021,Matraville,7487 Mariposa Ct.,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
28964,Trevor Foster,4/24/2021,Westminster,5007 Castle Rock Rd.,NULL,582-555-0192,1,09:46.0,NULL,1
28965,Trinity Morris,11/5/2021,Portland,1807 West Cliff Pl.,NULL,148-555-0119,1,09:46.0,NULL,1
28966,Martha Li,6/14/2019,Concord,535 La Salle Street,NULL,144-555-0189,1,09:46.0,NULL,1
28967,Jessica Morris,2/20/2021,Bellflower,2530 C Del Rio Circle,NULL,478-555-0152,1,09:46.0,NULL,1
28968,Marcus Morgan,8/18/2021,Redwood City,4419 Euclid Ave.,NULL,523-555-0139,1,09:46.0,NULL,1
28969,Eduardo Flores,5/12/2021,Walla Walla,1210 St. Patricia,NULL,576-555-0177,1,09:46.0,NULL,1
28970,Danielle Peterson,11/5/2021,Oregon City,3325 Taylor,NULL,188-555-0114,1,09:46.0,NULL,1
28971,Jason Shan,2/6/2021,Issaquah,5004 Santa Rita Dr,NULL,164-555-0140,1,09:46.0,NULL,1
28972,Taylor Bennett,8/25/2021,Bremerton,2038 Encino Drive,NULL,966-555-0116,1,09:46.0,NULL,1
28973,Bryan Cooper,10/28/2021,Mill Valley,9993 Mt. Hood Circle,NULL,332-555-0170,1,09:46.0,NULL,1
28974,Kelly Hayes,10/5/2021,National City,6260 Amazing Ct,NULL,641-555-0175,1,09:46.0,NULL,1
28975,Walter Gill,11/6/2021,Burlingame,3861 Las Lomas Way,NULL,811-555-0195,1,09:46.0,NULL,1
28976,Christina Peterson,5/14/2021,Metchosin,9519 Mountain View Drive,NULL,773-555-0196,1,09:46.0,NULL,1
28977,Carlos Nelson,5/30/2021,Palo Alto,9466 Morning Glory Dr.,NULL,550-555-0149,1,09:46.0,NULL,1
28978,Alexandria Watson,7/10/2021,Beverly Hills,6486 Hemlock Drive,NULL,181-555-0162,1,09:46.0,NULL,1
28979,Matthew Williams,3/24/2021,Salem,2681 Eagle Peak,NULL,524-555-0161,1,09:46.0,NULL,1
28980,Alyssa Watson,5/21/2021,Kirkland,9665 Pamploma Ct.,NULL,926-555-0171,1,09:46.0,NULL,1
28981,Luke Jai,3/18/2021,Redwood City,3774 Margo Drive,NULL,569-555-0116,1,09:46.0,NULL,1
28982,Sydney Watson,5/4/2021,Lincoln Acres,5207 Minute Dr.,NULL,144-555-0165,1,09:46.0,NULL,1
28983,Sean Lopez,8/11/2021,Bellflower,660 West M Street,NULL,824-555-0128,1,09:46.0,NULL,1
28984,Katherine Cox,7/23/2021,Olympia,9264 Slow Creek Road,NULL,553-555-0199,1,09:46.0,NULL,1
28985,Andrew Taylor,3/23/2021,West Covina,9863 Ridge Place,NULL,601-555-0139,1,09:46.0,NULL,1
28986,Caleb King,8/1/2021,Westminster,5701 El Dorado,NULL,692-555-0115,1,09:46.0,NULL,1
28987,Jessica Harris,1/21/2022,Woodland Hills,3136 Mcnutt Ave.,NULL,558-555-0181,1,09:46.0,NULL,1
28988,Harold Perez,6/1/2019,Colma,5592 Byers Rd.,NULL,104-555-0162,1,09:46.0,NULL,1
28989,Angela Cox,6/21/2019,Milwaukie,8829 Concord,NULL,253-555-0185,1,09:46.0,NULL,1
28990,Ann Raman,6/19/2019,Concord,874 Olivera Road,NULL,592-555-0112,1,09:46.0,NULL,1
28991,Timothy Ward,3/29/2021,Beaverton,4322 Conifer Court,NULL,668-555-0141,1,09:46.0,NULL,1
28992,Darren Fernandez,7/19/2021,Cliffside,1925 Pacheco Street,NULL,198-555-0189,1,09:46.0,NULL,1
28993,Destiny Perry,6/18/2019,Milwaukie,3414 Jason Court,NULL,291-555-0190,1,09:46.0,NULL,1
28994,Noah Hayes,7/27/2021,Lakewood,3680 Wilson Lane,NULL,115-555-0193,1,09:46.0,NULL,1
28995,Alexandra Wright,6/1/2021,Edmonds,4152 Prestwick Drive,NULL,319-555-0160,1,09:46.0,NULL,1
28996,Rachel Rivera,8/16/2021,Cliffside,8762 Kiska Court,NULL,421-555-0144,1,09:46.0,NULL,1
28997,Hector Carlson,6/3/2019,Chula Vista,1667 Warren Street,NULL,192-555-0128,1,09:46.0,NULL,1
28998,Kristina Rodriguez,2/20/2021,Concord,491 Heights Avenue,NULL,851-555-0179,1,09:46.0,NULL,1
28999,Edward Martinez,7/25/2021,La Jolla,4616 Sutcliffe Pl,NULL,890-555-0115,1,09:46.0,NULL,1
29000,Nathan Baker,2/20/2021,Port Orchard,1773 Lafayette Street,NULL,514-555-0123,1,09:46.0,NULL,1
29001,Carl Nath,12/4/2021,Cliffside,7419 Heights Avenue,NULL,144-555-0197,1,09:46.0,NULL,1
29002,Hannah Walker,3/19/2021,Kirkland,8357 Sandy Cove Lane,NULL,176-555-0136,1,09:46.0,NULL,1
29003,Veronica Perez,9/8/2021,Chula Vista,3858 Vista Diablo,NULL,416-555-0114,1,09:46.0,NULL,1
29004,Andrew Thomas,6/7/2019,Santa Monica,4310 Kenston Dr.,NULL,188-555-0113,1,09:46.0,NULL,1
29005,Cameron Gonzales,3/5/2021,Westminster,3406 Raven Court,NULL,536-555-0117,1,09:46.0,NULL,1
29006,Christian Kumar,8/3/2021,Corvallis,4804 Haynes Court,NULL,226-555-0182,1,09:46.0,NULL,1
29007,Elijah Perry,12/3/2021,W. Linn,2406 Kane Circle,NULL,148-555-0130,1,09:46.0,NULL,1
29008,Andres Luo,6/23/2019,Burbank,466 E St.,NULL,160-555-0126,1,09:46.0,NULL,1
29009,Stanley Arun,7/14/2021,Burlingame,9996 Solano Drive,NULL,738-555-0163,1,09:46.0,NULL,1
29010,Jennifer Long,6/22/2019,Colma,466 E St.,NULL,507-555-0199,1,09:46.0,NULL,1
29011,Allison Roberts,5/31/2019,San Francisco,8827 Bidwell Street,NULL,970-555-0155,1,09:46.0,NULL,1
29012,Jeremiah Taylor,10/23/2021,Royal Oak,5906 Walnut Place,NULL,117-555-0116,1,09:46.0,NULL,1
29013,Emma Hall,2/21/2020,Westminster,6059 Mt. Dell,NULL,507-555-0154,1,09:46.0,NULL,1
29014,Ryan Powell,2/4/2021,Edmonds,20 Chestnut Ave,NULL,113-555-0122,1,09:46.0,NULL,1
29015,Trinity Murphy,5/24/2021,Issaquah,2745 Mt. Dias Blvd.,NULL,737-555-0136,1,09:46.0,NULL,1
29016,Jackson Perez,6/21/2019,Marysville,2204 Terry Lynn Lane,NULL,518-555-0124,1,09:46.0,NULL,1
29017,Gabriel Long,6/15/2019,Woodburn,5092 Second Street,NULL,909-555-0167,1,09:46.0,NULL,1
29018,Drew Luo,11/19/2021,Burbank,7316 Starflower Dr.,NULL,874-555-0182,1,09:46.0,NULL,1
29019,Isaiah Morris,6/20/2019,Lakewood,8093 Ladera Court,NULL,801-555-0159,1,09:46.0,NULL,1
29020,Jackson Young,6/27/2021,Spring Valley,7233 Sunset Circle,NULL,521-555-0180,1,09:46.0,NULL,1
29021,William Clark,8/2/2021,Westminster,7039 Miwok Way,NULL,926-555-0189,1,09:46.0,NULL,1
29022,Sydney Diaz,9/30/2021,Oregon City,7775 San Ysidro Court,NULL,162-555-0124,1,09:46.0,NULL,1
29023,Dalton Campbell,10/12/2021,Renton,5483 Cornwall Court,NULL,106-555-0177,1,09:46.0,NULL,1
29024,Deanna Blanco,1/22/2022,Burbank,5298 Green View Court,NULL,190-555-0171,1,09:46.0,NULL,1
29025,Miguel Hayes,2/23/2021,Glendale,2356 Shannon Ln.,NULL,331-555-0131,1,09:46.0,NULL,1
29026,Sydney Mitchell,8/18/2021,Glendale,8354 Hamiliton Avenue,NULL,337-555-0175,1,09:46.0,NULL,1
29027,Jacob Walker,12/15/2021,Haney,7814 Milburn Dr.,NULL,324-555-0135,1,09:46.0,NULL,1
29028,Samuel Parker,10/11/2021,Burlingame,7511 Azores Circle,NULL,920-555-0199,1,09:46.0,NULL,1
29029,Marcus Bennett,11/22/2021,Corvallis,252 Cunha Ct.,NULL,761-555-0188,1,09:46.0,NULL,1
29030,Jeremy Adams,12/20/2021,Santa Monica,259 True Drive,NULL,542-555-0149,1,09:46.0,NULL,1
29031,Brandon Chen,11/10/2021,Bremerton,6325 El Pueblo Place,NULL,321-555-0114,1,09:46.0,NULL,1
29032,Taylor Ramirez,6/14/2019,Mill Valley,3026 Anchor Drive,NULL,148-555-0115,1,09:46.0,NULL,1
29033,Natalie Cooper,6/14/2021,Glendale,1745 Marina Pkwy.,NULL,277-555-0173,1,09:46.0,NULL,1
29034,Jonathan Patterson,6/15/2021,Edmonds,3756 Lime Ridge Drive,NULL,327-555-0114,1,09:46.0,NULL,1
29035,Elijah Scott,12/16/2021,Woodland Hills,4547 Bola Raton Court,NULL,496-555-0147,1,09:46.0,NULL,1
29036,Rebecca Baker,12/31/2021,Ballard,4414 Marion Ct.,NULL,842-555-0134,1,09:46.0,NULL,1
29037,Brandon Lewis,5/7/2021,Haney,4861 Doncaster Dr.,NULL,935-555-0146,1,09:46.0,NULL,1
29038,Vanessa Hughes,12/19/2021,Lakewood,7346 Lion Circle,NULL,944-555-0160,1,09:46.0,NULL,1
29039,Xavier Hayes,10/29/2021,Spokane,2652 Eastgate,NULL,782-555-0135,1,09:46.0,NULL,1
29040,Colleen Liu,2/6/2021,Berkeley,4838 Gill Dr.,NULL,542-555-0171,1,09:46.0,NULL,1
29041,Charles Collins,12/25/2021,Royal Oak,9467 Morning Glory Dr,NULL,959-555-0199,1,09:46.0,NULL,1
29042,Edward Jackson,1/11/2021,Langford,7353 Algiers Drive,NULL,183-555-0137,1,09:46.0,NULL,1
29043,Luke Alexander,1/16/2021,Westminster,1383 Button Court,NULL,129-555-0118,1,09:46.0,NULL,1
29044,Olivia Wilson,6/18/2019,Portland,1869 Pine Hallow Rd.,NULL,443-555-0140,1,09:46.0,NULL,1
29045,Anna Jones,4/24/2021,Mill Valley,1005 Matterhorn Ct.,NULL,679-555-0115,1,09:46.0,NULL,1
29046,Gabriella Richardson,7/17/2021,Yakima,3917 Catnip Court,NULL,477-555-0118,1,09:46.0,NULL,1
29047,Jack Lopez,7/28/2021,Port Hammond,9730 Krueger Drive,NULL,605-555-0130,1,09:46.0,NULL,1
29048,William Harris,6/10/2019,Berkeley,4736 S. Royal Links Circle,NULL,652-555-0181,1,09:46.0,NULL,1
29049,Kelly Simmons,4/5/2021,Portland,1133 Concord Place,NULL,123-555-0180,1,09:46.0,NULL,1
29050,Jack Russell,12/10/2021,Bellflower,1733 Thistle Circle,NULL,144-555-0188,1,09:46.0,NULL,1
29051,Michele She,9/3/2021,Burlingame,5222 Happy Valley Road,NULL,645-555-0175,1,09:46.0,NULL,1
29052,Ian Peterson,4/1/2021,La Jolla,9147 Weber Bryan,NULL,728-555-0133,1,09:46.0,NULL,1
29053,Nelson Gomez,5/15/2021,Goulburn,26 Amador Ct.,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
29054,Abby Kapoor,6/16/2021,North Ryde,2749 Greenbush Drive,NULL,1 (11) 500 555-0189,1,09:46.0,NULL,1
29055,Monica Sai,5/31/2021,Rockhampton,4794 Curtis Drive,NULL,1 (11) 500 555-0131,1,09:46.0,NULL,1
29056,Angelica Griffin,6/10/2019,West Covina,121 Keith Court,NULL,807-555-0129,1,09:46.0,NULL,1
29057,Latoya Andersen,6/18/2021,Bellflower,6136 North 68th St,NULL,960-555-0124,1,09:46.0,NULL,1
29058,Olivia Reed,6/6/2019,Coronado,1736 Windsor Drive,NULL,102-555-0150,1,09:46.0,NULL,1
29059,Jocelyn Perry,6/26/2019,Downey,5455 Granola Dr,NULL,407-555-0157,1,09:46.0,NULL,1
29060,David Washington,6/20/2019,La Jolla,3743 Greenbelt Way,NULL,110-555-0116,1,09:46.0,NULL,1
29061,Jaime Kumar,12/10/2021,Silverwater,2049 Jason Court,NULL,1 (11) 500 555-0170,1,09:46.0,NULL,1
29062,Dennis Liu,6/17/2021,South Melbourne,2923 St Paul Circle,NULL,1 (11) 500 555-0169,1,09:46.0,NULL,1
29063,Alan Liang,6/7/2021,Melbourne,4971 Twincreek Ct.,NULL,1 (11) 500 555-0161,1,09:46.0,NULL,1
29064,Jose Butler,6/21/2021,Cranbourne,2109 Harvey Way,NULL,1 (11) 500 555-0154,1,09:46.0,NULL,1
29065,Pamela Rodriguez,6/13/2021,Townsville,832 Heights Ave.,NULL,1 (11) 500 555-0160,1,09:46.0,NULL,1
29066,Ricky Suarez,7/17/2021,Warrnambool,9605 William Reed Drive,NULL,1 (11) 500 555-0128,1,09:46.0,NULL,1
29067,Russell Chander,8/7/2021,Geelong,8547 Lyon Circle,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
29068,Cassandra Madan,6/3/2021,Matraville,9409 Cedar Point Loop,NULL,1 (11) 500 555-0129,1,09:46.0,NULL,1
29069,Clarence Lin,6/24/2021,Melbourne,1930 Corte Del Sol,NULL,1 (11) 500 555-0198,1,09:46.0,NULL,1
29070,Arianna Simmons,6/29/2019,Lakewood,24 San Vincente Drive,NULL,581-555-0195,1,09:46.0,NULL,1
29071,Megan Thomas,5/16/2021,Metchosin,2516 Bonifacio St.,NULL,774-555-0158,1,09:46.0,NULL,1
29072,Emma Ramirez,12/24/2021,Vancouver,3713 Rollingwood Dr.,NULL,476-555-0139,1,09:46.0,NULL,1
29073,Melanie Barnes,4/30/2021,Bellingham,9341 Galloway Drive,NULL,276-555-0149,1,09:46.0,NULL,1
29074,Joan Long,6/8/2021,Puyallup,3571 N St.,NULL,834-555-0133,1,09:46.0,NULL,1
29075,Jack Wright,4/2/2021,Salem,5232 Black Point Pl.,NULL,997-555-0136,1,09:46.0,NULL,1
29076,Megan Miller,12/16/2021,Fremont,9911 Northgate Road,NULL,828-555-0199,1,09:46.0,NULL,1
29077,Blake Henderson,11/7/2021,Santa Monica,9365 G St.,NULL,926-555-0187,1,09:46.0,NULL,1
29078,Victoria Sanders,8/18/2021,Santa Monica,1267 Scenic Drive,NULL,985-555-0114,1,09:46.0,NULL,1
29079,Brian Rogers,1/28/2021,Lincoln Acres,7375 Greendell Rd.,NULL,530-555-0166,1,09:46.0,NULL,1
29080,Yolanda Nara,7/25/2021,Malabar,2556 Rivewview,NULL,1 (11) 500 555-0178,1,09:46.0,NULL,1
29081,Darren Lopez,7/24/2021,Perth,5086 Rampo Ct.,NULL,1 (11) 500 555-0132,1,09:46.0,NULL,1
29082,Sabrina Ramos,6/30/2021,Wollongong,868 Aspen Dr.,NULL,1 (11) 500 555-0143,1,09:46.0,NULL,1
29083,Toni Sullivan,9/26/2021,Matraville,9595 Burning Barn Dr.,NULL,1 (11) 500 555-0122,1,09:46.0,NULL,1
29084,Beth Hernandez,7/1/2021,Hervey Bay,5234 Esperanza Drive,NULL,1 (11) 500 555-0145,1,09:46.0,NULL,1
29085,Brad Goel,7/17/2021,Cloverdale,8305 California St.,NULL,1 (11) 500 555-0167,1,09:46.0,NULL,1
29086,Frank Diaz,7/10/2021,Rockhampton,2333 62nd Ave,NULL,1 (11) 500 555-0149,1,09:46.0,NULL,1
29087,Steve Ye,8/14/2021,Newcastle,6986 Countrywood Ct.,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
29088,Tamara Anand,8/6/2021,Newcastle,1766 Virgina Hills Drive,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
29089,Noah Henderson,4/7/2021,Burbank,4067 Elm Road,NULL,490-555-0162,1,09:46.0,NULL,1
29090,Lacey Ye,8/27/2021,Lavender Bay,8922 Preston Ct,NULL,1 (11) 500 555-0144,1,09:46.0,NULL,1
29091,Mallory Hernandez,8/4/2021,Cranbourne,4499 Alpha Way,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
29092,Jessie Ma,5/30/2021,Warrnambool,584 Laguna St.,NULL,1 (11) 500 555-0116,1,09:46.0,NULL,1
29093,Erik Blanco,8/19/2021,North Sydney,734 Clayton Rd.,NULL,1 (11) 500 555-0161,1,09:46.0,NULL,1
29094,Jessie He,8/11/2021,Cranbourne,6111 Newcastle Road,NULL,1 (11) 500 555-0158,1,09:46.0,NULL,1
29095,Jaime Jimenez,8/8/2021,Lane Cove,2376 Holiday Hills Dr.,NULL,1 (11) 500 555-0137,1,09:46.0,NULL,1
29096,Margaret Stewart,8/7/2021,Bendigo,3553 S. 38th Street,NULL,1 (11) 500 555-0197,1,09:46.0,NULL,1
29097,Bonnie Beck,8/20/2021,Townsville,4550 Glenellen Court,NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
